Date,High,Low,Open,Close,Volume,Adj Close,Month,Day_month,Day_week,GDP,Fund_Rate,Unemployement,Neg,Neu,Pos
2020-01-29,3293.469971,3271.889893,3289.459961,3273.399902,3584500000,3273.399902,1,29,2,0.01,1.55,3.6,0.033,0.816,0.151
2020-01-30,3285.909912,3242.800049,3256.449951,3283.659912,3787250000,3283.659912,1,30,3,0.01,1.6,3.6,0.036,0.805,0.159
2020-01-31,3282.330078,3214.679932,3282.330078,3225.52002,4527830000,3225.52002,1,31,4,0.01,1.59,3.6,0.030,0.807,0.163
2020-02-03,3268.439941,3235.659912,3235.659912,3248.919922,3757910000,3248.919922,2,3,0,0.01,1.59,3.5,0.028,0.827,0.146
2020-02-04,3306.919922,3280.610107,3280.610107,3297.590088,3995320000,3297.590088,2,4,1,0.01,1.59,3.5,0.037,0.813,0.149
2020-02-05,3337.580078,3313.75,3324.909912,3334.689941,4117730000,3334.689941,2,5,2,0.01,1.59,3.5,0.034,0.803,0.163
2020-02-06,3347.959961,3334.389893,3344.919922,3345.780029,3868370000,3345.780029,2,6,3,0.01,1.59,3.5,0.034,0.817,0.149
2020-02-07,3341.419922,3322.120117,3335.540039,3327.709961,3730650000,3327.709961,2,7,4,0.01,1.58,3.5,0.024,0.831,0.145
2020-02-10,3352.26001,3317.77002,3318.280029,3352.090088,3450350000,3352.090088,2,10,0,0.01,1.58,3.5,0.030,0.814,0.156
2020-02-11,3375.629883,3352.719971,3365.870117,3357.75,3760550000,3357.75,2,11,1,0.01,1.58,3.5,0.033,0.810,0.157
2020-02-12,3381.469971,3369.719971,3370.5,3379.449951,3926380000,3379.449951,2,12,2,0.01,1.58,3.5,0.030,0.821,0.149
2020-02-13,3385.090088,3360.52002,3365.899902,3373.939941,3498240000,3373.939941,2,13,3,0.01,1.58,3.5,0.033,0.817,0.151
2020-02-14,3380.689941,3366.149902,3378.080078,3380.159912,3398040000,3380.159912,2,14,4,0.01,1.58,3.5,0.025,0.816,0.159
2020-02-18,3375.01001,3355.610107,3369.040039,3370.290039,3746720000,3370.290039,2,18,1,0.01,1.59,3.5,0.025,0.825,0.150
2020-02-19,3393.52002,3378.830078,3380.389893,3386.149902,3600150000,3386.149902,2,19,2,0.01,1.59,3.5,0.030,0.812,0.158
2020-02-20,3389.149902,3341.02002,3380.449951,3373.22998,4007320000,3373.22998,2,20,3,0.01,1.59,3.5,0.033,0.808,0.159
2020-02-21,3360.76001,3328.449951,3360.5,3337.75,3899270000,3337.75,2,21,4,0.01,1.58,3.5,0.029,0.806,0.165
2020-02-24,3259.810059,3214.649902,3257.610107,3225.889893,4842960000,3225.889893,2,24,0,0.01,1.58,3.5,0.029,0.816,0.155
2020-02-25,3246.98999,3118.77002,3238.939941,3128.209961,5591510000,3128.209961,2,25,1,0.01,1.58,3.5,0.026,0.817,0.156
2020-02-26,3182.51001,3108.98999,3139.899902,3116.389893,5478110000,3116.389893,2,26,2,0.01,1.58,3.5,0.028,0.812,0.160
2020-02-27,3097.070068,2977.389893,3062.540039,2978.76001,7058840000,2978.76001,2,27,3,0.01,1.58,3.5,0.036,0.808,0.156
2020-02-28,2959.719971,2855.840088,2916.899902,2954.219971,8563850000,2954.219971,2,28,4,0.01,1.58,3.5,0.022,0.821,0.157
2020-03-02,3090.959961,2945.189941,2974.280029,3090.22998,6376400000,3090.22998,3,2,0,0.01,1.59,4.4,0.020,0.840,0.140
2020-03-03,3136.719971,2976.629883,3096.459961,3003.370117,6355940000,3003.370117,3,3,1,0.01,1.59,4.4,0.027,0.810,0.163
2020-03-04,3130.969971,3034.379883,3045.75,3130.120117,5035480000,3130.120117,3,4,2,0.01,1.09,4.4,0.027,0.821,0.152
2020-03-05,3083.040039,2999.830078,3075.699951,3023.939941,5575550000,3023.939941,3,5,3,0.01,1.09,4.4,0.027,0.822,0.150
2020-03-06,2985.929932,2901.540039,2954.199951,2972.370117,6552140000,2972.370117,3,6,4,0.01,1.09,4.4,0.022,0.823,0.155
2020-03-09,2863.889893,2734.429932,2863.889893,2746.560059,8423050000,2746.560059,3,9,0,0.01,1.09,4.4,0.028,0.822,0.150
2020-03-10,2882.590088,2734,2813.47998,2882.22998,7635960000,2882.22998,3,10,1,0.01,1.09,4.4,0.024,0.826,0.150
2020-03-11,2825.600098,2707.219971,2825.600098,2741.379883,7374110000,2741.379883,3,11,2,0.01,1.09,4.4,0.027,0.811,0.161
2020-03-12,2660.949951,2478.860107,2630.860107,2480.639893,8829380000,2480.639893,3,12,3,0.01,1.1,4.4,0.026,0.829,0.144
2020-03-13,2711.330078,2492.370117,2569.98999,2711.02002,8258670000,2711.02002,3,13,4,0.01,1.1,4.4,0.019,0.828,0.153
2020-03-16,2562.97998,2380.939941,2508.590088,2386.129883,7781540000,2386.129883,3,16,0,0.01,0.25,4.4,0.023,0.835,0.142
2020-03-17,2553.929932,2367.040039,2425.659912,2529.189941,8358500000,2529.189941,3,17,1,0.01,0.25,4.4,0.027,0.820,0.153
2020-03-18,2453.570068,2280.52002,2436.5,2398.100098,8755780000,2398.100098,3,18,2,0.01,0.25,4.4,0.026,0.832,0.142
2020-03-19,2466.969971,2319.780029,2393.47998,2409.389893,7946710000,2409.389893,3,19,3,0.01,0.2,4.4,0.028,0.823,0.149
2020-03-20,2453.01001,2295.560059,2431.939941,2304.919922,9044690000,2304.919922,3,20,4,0.01,0.15,4.4,0.031,0.811,0.157
2020-03-23,2300.72998,2191.860107,2290.709961,2237.399902,7402180000,2237.399902,3,23,0,0.01,0.15,4.4,0.022,0.839,0.139
2020-03-24,2449.709961,2344.439941,2344.439941,2447.330078,7547350000,2447.330078,3,24,1,0.01,0.12,4.4,0.027,0.828,0.145
2020-03-25,2571.419922,2407.530029,2457.77002,2475.560059,8285670000,2475.560059,3,25,2,0.01,0.1,4.4,0.026,0.832,0.142
2020-03-26,2637.01001,2500.719971,2501.290039,2630.070068,7753160000,2630.070068,3,26,3,0.01,0.1,4.4,0.032,0.813,0.155
2020-03-27,2615.909912,2520.02002,2555.870117,2541.469971,6194330000,2541.469971,3,27,4,0.01,0.1,4.4,0.028,0.818,0.154
2020-03-30,2631.800049,2545.280029,2558.97998,2626.649902,5746220000,2626.649902,3,30,0,0.01,0.09,4.4,0.029,0.819,0.152
2020-03-31,2641.389893,2571.149902,2614.689941,2584.590088,6568290000,2584.590088,3,31,1,0.01,0.08,4.4,0.032,0.819,0.149
2020-04-01,2522.75,2447.48999,2498.080078,2470.5,5947900000,2470.5,4,1,2,0.01,0.06,4.4,0.029,0.817,0.155
2020-04-02,2533.219971,2455.790039,2458.540039,2526.899902,6454990000,2526.899902,4,2,3,0.01,0.05,4.4,0.028,0.815,0.157
2020-04-03,2538.179932,2459.959961,2514.919922,2488.649902,6087190000,2488.649902,4,3,4,0.01,0.05,4.4,0.030,0.820,0.150
2020-04-06,2676.850098,2574.570068,2578.280029,2663.679932,6391860000,2663.679932,4,6,0,0.01,0.05,4.4,0.031,0.822,0.147
2020-04-07,2756.889893,2657.669922,2738.649902,2659.409912,7040720000,2659.409912,4,7,1,0.01,0.05,4.4,0.027,0.825,0.148
2020-04-08,2760.75,2663.300049,2685,2749.97998,5856370000,2749.97998,4,8,2,0.01,0.05,4.4,0.031,0.814,0.155
2020-04-09,2818.570068,2762.360107,2776.98999,2789.820068,7880140000,2789.820068,4,9,3,0.01,0.05,4.4,0.024,0.833,0.143
2020-04-13,2782.459961,2721.169922,2782.459961,2761.629883,5274310000,2761.629883,4,13,0,0.01,0.05,4.4,0.032,0.819,0.149
2020-04-14,2851.850098,2805.100098,2805.100098,2846.060059,5567400000,2846.060059,4,14,1,0.01,0.05,4.4,0.032,0.813,0.155
2020-04-15,2801.879883,2761.540039,2795.639893,2783.360107,5203390000,2783.360107,4,15,2,0.01,0.05,4.4,0.028,0.810,0.163
2020-04-16,2806.51001,2764.320068,2799.340088,2799.550049,5179990000,2799.550049,4,16,3,0.01,0.05,4.4,0.031,0.818,0.151
2020-04-17,2879.219971,2830.879883,2842.429932,2874.560059,5792140000,2874.560059,4,17,4,0.01,0.05,4.4,0.031,0.810,0.159
2020-04-20,2868.97998,2820.429932,2845.620117,2823.159912,5220160000,2823.159912,4,20,0,0.01,0.05,4.4,0.030,0.812,0.158
2020-04-21,2785.540039,2727.100098,2784.810059,2736.560059,5075830000,2736.560059,4,21,1,0.01,0.05,4.4,0.044,0.796,0.161
2020-04-22,2815.100098,2775.949951,2787.889893,2799.310059,5049660000,2799.310059,4,22,2,0.01,0.05,4.4,0.040,0.813,0.147
2020-04-23,2844.899902,2794.26001,2810.419922,2797.800049,5756520000,2797.800049,4,23,3,0.01,0.04,4.4,0.035,0.810,0.154
2020-04-24,2842.709961,2791.76001,2812.639893,2836.73999,5374480000,2836.73999,4,24,4,0.01,0.05,4.4,0.028,0.827,0.145
2020-04-27,2887.719971,2852.889893,2854.649902,2878.47998,5194260000,2878.47998,4,27,0,0.01,0.04,4.4,0.031,0.826,0.144
2020-04-28,2921.149902,2860.709961,2909.959961,2863.389893,5672880000,2863.389893,4,28,1,0.01,0.04,4.4,0.036,0.818,0.146
2020-04-29,2954.860107,2912.159912,2918.459961,2939.51001,6620140000,2939.51001,4,29,2,0.01,0.04,4.4,0.032,0.819,0.150
2020-04-30,2930.909912,2892.469971,2930.909912,2912.429932,6523120000,2912.429932,4,30,3,0.01,0.05,4.4,0.038,0.809,0.153
